Time (ms),Latitude,Longitude,Speed (kt),AccelX (g),AccelY,AccelZ,GyroX (dps),GyroY,GyroZ,MagX (uT),MagY,MagZ,Temp (C),Pressure (Pa),Alt (m)
10476.0,0.0,0.0,0.0,0.06103515625,0.0859375,0.994140625,-1.2195122241973877,0.6097561120986938,-0.060975611209869385,11.402851104736328,33.308326721191406,52.06301498413086,26.559999465942383,99891.734375,0.3540647029876709
11482.0,0.0,0.0,0.0,0.04638671875,0.09228515625,0.98388671875,-1.1585365533828735,0.6097561120986938,-0.060975611209869385,10.802700996398926,31.957988739013672,53.113277435302734,26.559999465942383,99892.0703125,0.32499969005584717
12487.0,0.0,0.0,0.0,0.05810546875,0.09375,1.0,-1.1585365533828735,0.6097561120986938,-0.060975611209869385,11.8529634475708,32.25806427001953,51.762939453125,26.559999465942383,99892.40625,0.2985769510269165
13494.0,0.0,0.0,0.0,0.04931640625,0.09375,0.9892578125,-1.1585365533828735,0.6707317233085632,0.0,11.402851104736328,33.00825119018555,53.113277435302734,26.559999465942383,99892.75,0.2695119380950928
14494.0,0.0,0.0,0.0,0.05224609375,0.0888671875,0.9951171875,-1.1585365533828735,0.6097561120986938,0.0,10.952737808227539,33.45836639404297,54.01350402832031,26.559999465942383,99893.671875,0.19024372100830078
15498.0,0.0,0.0,0.0,0.04931640625,0.09326171875,0.98486328125,-1.2195122241973877,0.6097561120986938,-0.060975611209869385,11.402851104736328,33.75843811035156,51.762939453125,26.559999465942383,99893.84375,0.17703235149383545
16501.0,0.0,0.0,0.0,0.06005859375,0.0810546875,0.98486328125,-1.2195122241973877,0.6707317233085632,-0.060975611209869385,10.202550888061523,33.15829086303711,52.66316604614258,26.559999465942383,99893.84375,0.17703235149383545
